symptom_description,disease_label
"I must say, my stomach ties itself in knots, my palms sweat profusely, and i feel totally on edge during normal conversations.",Anxiety Disorder
"Lately, i have a stuffy nose and a mild scratchy throat, but i am not running a fever and i can still go to work.",Common Cold
"Recently, my stomach is cramping aggressively, and i have been stuck on the toilet with watery diarrhea all morning.",Gastroenteritis
"Lately, i am trying to speak to my husband but the words are coming out as total gibberish, and my right arm feels totally paralyzed.",Stroke
"I am sweating profusely, feeling incredibly dizzy, and there is a tight squeezing sensation around my heart. I am starting to get very concerned about it.",Heart Attack
"My vision abruptly became very blurry in my left eye, and I am experiencing a sudden, phenomenally severe headache unlike anything else. I do not know what to do about it anymore.",Stroke
"I am suffering from a sharp, relentless pain in my lower back that wraps around my side and shoots down into my groin. It is extremely frustrating to deal with.",Kidney Stones
"To be honest, i feel utterly exhausted, my breathing is very shallow and fast, and my lungs feel deeply congested and heavy.",Pneumonia
"I must say, it feels exactly like there is a tight, heavy band squeezing all the way around my head, especially across my forehead.",Tension Headache
"For the past few days, i cannot stop sneezing and my nasal passages are totally blocked, although i do not have a fever.",Allergic Rhinitis
"It is hard to explain, but i am dealing with persistent blemishes on my forehead, but they are relatively mild and do not hurt.",Acne
"Recently, getting out of my bed requires more energy than i have, and i am struggling with overwhelming feelings of worthlessness.",Depression
"Lately, my bowel habits are entirely unpredictable, drastically swinging between severe constipation and sudden, urgent diarrhea. It is becoming quite difficult to manage.",IBS
I have been violently throwing up and dealing with severe stomach cramps ever since I ate that questionable seafood. I do not know what to do about it anymore.,Food Poisoning
"To be honest, my heart pounds rapidly in my chest for absolutely no reason, and i am gripped by a terror i cannot control.",Anxiety Disorder
"Unfortunately, i have a mild fever, i feel incredibly lethargic, and there is a rash spreading from my back to my face.",Chickenpox
"Recently, my face feels very tender to the touch, my nose is wholly blocked, and i have a headache that gets significantly worse when i bend over. I am hoping to find some relief soon.",Sinusitis
"I must say, i have fluid filled blisters on one side of my face, accompanied by a mild fever and a deep, burning ache. It is becoming quite difficult to manage.",Shingles
"For the past few days, my throat feels scratchy and my eyes are watering constantly, which makes it very hard to focus on my work.",Allergic Rhinitis
"To be honest, i am experiencing intense brain fog, severe chills, and a heavy feeling in my chest that makes breathing uncomfortable. It is extremely frustrating to deal with.",COVID-19
"I am dealing with pitted, discolored fingernails and dry, scaly patches of skin on my lower back that will not heal. I do not know what to do about it anymore.",Psoriasis
"I must say, getting out of my bed requires more energy than i have, and i am struggling with overwhelming feelings of worthlessness.",Depression
"To be honest, my stomach is cramping aggressively, and i have been stuck on the toilet with watery diarrhea all morning. It is becoming quite difficult to manage.",Gastroenteritis
"I feel a profound, heavy emptiness inside, and I simply cannot find joy in any of the hobbies I used to love. I have never experienced anything exactly like this before.",Depression
"I am noticing that i feel incredibly sick to my stomach, my bowels are absolutely liquid, and i am running a mild fever.",Gastroenteritis
"To be honest, whenever i step outside into the pollen, my nose immediately starts running and my eyes become incredibly itchy.",Allergic Rhinitis
"Lately, my stomach is cramping aggressively, and i have been stuck on the toilet with watery diarrhea all morning. I do not know what to do about it anymore.",Gastroenteritis
"My head is throbbing violently with every heartbeat, I am very sensitive to loud noises, and I keep throwing up. It has been consistently bothering me for several days.",Migraine
"For the past few days, getting out of my bed requires more energy than i have, and i am struggling with overwhelming feelings of worthlessness.",Depression
"I have raised, angry red patches of skin wholly covered in silvery scales on my elbows that itch relentlessly. It is extremely frustrating to deal with.",Psoriasis
"I have rough, raised red patches on the backs of my knees that flare up and sting whenever I sweat. I am starting to get very concerned about it.",Eczema
"I am noticing that i cannot stop scratching these bumps all over my arms, and some of them have already popped and crusted over.",Chickenpox
"It is hard to explain, but my oxygen feels low, my lips have a slight blue tint, and i am sweating profusely while coughing uncontrollably. I do not know what to do about it anymore.",Pneumonia
"My nose is severely congested and I feel incredibly run down, although my breathing remains perfectly normal so far. I have never experienced anything exactly like this before.",COVID-19
"I have a deep, dull throbbing ache in my knees that makes walking up the stairs a monumental task. I do not know what to do about it anymore.",Arthritis
"I am experiencing a strange craving to chew on ice, accompanied by a constant, lingering fatigue.",Anaemia
