symptom_description,disease_label
"Lately I feel like I have flaky skin on my scalp, it keeps coming back in the same spots, and thick scaly patches on my skin. it is making simple tasks feel harder. It feels moderate and annoying. At the same time, i do not have burning when i pee.",Psoriasis
"I have been dealing with constant worrying and tightness in my chest from stress, and I also notice feeling on edge all the time. It feels mild but persistent. I feel off in myself. At the same time, i do not have a fever.",Anxiety Disorder
"I started with I only pass small amounts each time, and now I also have I have pressure in my lower abdomen and feeling like I need to pee again right away. It feels pretty intense today. On top of that, i do not have chest tightness. I do not think it is from anything obvious.",UTI
"I have had tingling followed by a rash for since the pain started a day ago, and I keep noticing the skin feels prickly as well as a stripe like rash. It is really starting to get on my nerves. At the same time, i do not have diarrhea.",Shingles
"For for a few days, I have noticed reduced hearing on one side, pressure inside my ear, and throbbing pain in my ear. On top of that, i do not have burning when i pee. I am noticing it more as the day goes on. it does not seem to settle fully.",Ear Infection
"I have had I feel very weak for for several days, and I keep noticing bringing up phlegm as well as my breathing feels heavy. It has been a real nuisance. At the same time, i do not have burning when i pee.",Pneumonia
"For for about a week, I have been dealing with a chesty cough, I feel rattly in my chest, and the cough is hanging on. I am noticing it more as the day goes on. It is knocking me about. Also, i do not have burning when i pee.",Bronchitis
"For most evenings, I have noticed a sour taste in my mouth, my throat feels irritated, and heartburn. One thing I can say is, i do not have burning when i pee. I am noticing it more as the day goes on. I do not think it is from anything obvious.",GERD
"For since yesterday, I have been dealing with watery eyes, I keep wanting to rub them, and red eyes. I am struggling to get through the day. It is knocking me about. Also, i do not have a cough.",Conjunctivitis
"I started with feeling like I need to pee again right away, and now I also have I feel uncomfortable in my pelvis and I have pressure in my lower abdomen. It feels pretty intense today. Also, i do not have chest tightness. I have been trying to take it easy.",UTI
"For since earlier today, I have been dealing with nausea with stomach pain, a tender belly on the right side, and walking makes the pain worse. it is making simple tasks feel harder. It has been a real nuisance. On top of that, i do not have itchy eyes.",Appendicitis
"For since last night, I have been dealing with a tender belly on the right side, sharp pain in my lower right abdomen, and pain that started near my belly button and moved to the lower right side. it is getting in the way of my normal day. It has been a real nuisance. Also, i do not notice a skin rash.",Appendicitis
"Lately I feel like I have my chest feels tight after walking, a cough that gets worse at night, and my breathing sounds whistly. I am sleeping poorly because of it. It feels moderate and annoying. Also, i do not have crushing chest pain.",Asthma
"I keep having I feel panicky without a clear reason, my stomach gets tied in knots, and tightness in my chest from stress for for weeks. It feels mild but persistent. I am sleeping poorly because of it. Also, i do not have a productive cough. I do not think it is from anything obvious.",Anxiety Disorder
"Lately I feel like I have my glands feel swollen, fever with throat pain, and my breath smells bad. I am finding it hard to focus. It feels mild but persistent. At least, i do not have joint swelling.",Tonsillitis
"I have been dealing with a sour taste in my mouth and heavy meals make it worse, and I also notice acid coming up into my throat. It feels moderate and annoying. It has been a real nuisance. One thing I can say is, i do not have diarrhea.",GERD
"For for a few days, I have been dealing with loss of smell and taste, I feel shivery, and a dry cough. I am noticing it more as the day goes on. I feel off in myself. At the same time, i do not have ear pain.",COVID-19
"I have been dealing with vomiting and nausea, and I also notice the cramps keep coming back. It comes and goes but keeps bothering me. I feel rough overall. Also, i do not have itchy eyes.",Gastroenteritis
"For the past few days, I have had very low energy, I find it hard to focus, and my sleep is off for for weeks. It feels moderate and annoying. I am struggling to get through the day. Also, i do not have a rash. I have not noticed much improvement.",Depression
"I have had I feel hopeless, very low energy, and I find it hard to focus for for the past month. It feels moderate and annoying. it is making simple tasks feel harder. At the same time, i do not have a fever. I do not think it is from anything obvious.",Depression
